 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;
00:30;
00:45;
01:00;
01:15;
01:30;
01:45;
02:00;
02:15;
02:30;
02:45;
03:00;
03:15;
03:30;
03:45;
04:00;
04:15;
04:30;
04:45;
05:00;
05:15;
05:30;
05:45;
06:00;
06:15;
06:30;
06:45;
07:00;
07:15;
07:30;
07:45;
08:00;
08:15;
08:30;
08:45;
09:00;
09:15;
09:30;
09:45;
10:00;
10:15;
10:30;
10:45;
11:00;
11:15;
11:30;
11:45;
12:00;
12:15;
12:30;
12:45;
13:00;
13:15;
13:30;
13:45;
14:00;"0,632"
14:15;"1,744"
14:30;"1,588"
14:45;"1,280"
15:00;"0,968"
15:15;"0,696"
15:30;"0,476"
15:45;"0,376"
16:00;"0,456"
16:15;"0,432"
16:30;"0,348"
16:45;"0,296"
17:00;"0,292"
17:15;"0,344"
17:30;"0,260"
17:45;"0,216"
18:00;"0,264"
18:15;"0,248"
18:30;"0,200"
18:45;"0,108"
19:00;"0,056"
19:15;"0,036"
19:30;"0,016"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
