 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,020"
07:00;"0,096"
07:15;"0,744"
07:30;"0,936"
07:45;"0,424"
08:00;"0,372"
08:15;"0,288"
08:30;"0,224"
08:45;"0,308"
09:00;"0,528"
09:15;"0,888"
09:30;"0,868"
09:45;"0,804"
10:00;"0,348"
10:15;"0,596"
10:30;"0,352"
10:45;"0,200"
11:00;"0,152"
11:15;"0,072"
11:30;"0,164"
11:45;"0,224"
12:00;"0,712"
12:15;"1,148"
12:30;"0,444"
12:45;"0,248"
13:00;"0,264"
13:15;"0,452"
13:30;"0,588"
13:45;"0,584"
14:00;"1,020"
14:15;"2,684"
14:30;"2,580"
14:45;"2,072"
15:00;"1,968"
15:15;"1,896"
15:30;"1,696"
15:45;"1,400"
16:00;"1,016"
16:15;"0,652"
16:30;"1,260"
16:45;"1,100"
17:00;"0,840"
17:15;"0,396"
17:30;"0,392"
17:45;"0,440"
18:00;"0,520"
18:15;"0,528"
18:30;"0,612"
18:45;"0,500"
19:00;"0,364"
19:15;"0,504"
19:30;"0,484"
19:45;"0,248"
20:00;"0,164"
20:15;"0,408"
20:30;"0,208"
20:45;"0,200"
21:00;"0,080"
21:15;"0,072"
21:30;"0,024"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
