 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,000"
07:45;"0,000"
08:00;"0,020"
08:15;"0,336"
08:30;"1,364"
08:45;"1,880"
09:00;"2,304"
09:15;"2,660"
09:30;"2,880"
09:45;"3,080"
10:00;"3,196"
10:15;"3,288"
10:30;"3,336"
10:45;"3,360"
11:00;"3,348"
11:15;"3,332"
11:30;"3,268"
11:45;"3,212"
12:00;"3,088"
12:15;"2,960"
12:30;"2,868"
12:45;"2,668"
13:00;"2,500"
13:15;"2,276"
13:30;"2,096"
13:45;"1,904"
14:00;"1,636"
14:15;"1,392"
14:30;"1,108"
14:45;"0,800"
15:00;"0,500"
15:15;"0,360"
15:30;"0,300"
15:45;"0,268"
16:00;"0,260"
16:15;"0,248"
16:30;"0,232"
16:45;"0,220"
17:00;"0,216"
17:15;"0,192"
17:30;"0,176"
17:45;"0,156"
18:00;"0,128"
18:15;"0,100"
18:30;"0,068"
18:45;"0,040"
19:00;"0,008"
19:15;"0,000"
19:30;"0,000"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
