 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,020"
07:00;"0,108"
07:15;"0,216"
07:30;"1,176"
07:45;"2,796"
08:00;"3,132"
08:15;"3,440"
08:30;"3,704"
08:45;"3,928"
09:00;"3,712"
09:15;"4,392"
09:30;"4,124"
09:45;"4,412"
10:00;"4,260"
10:15;"4,100"
10:30;"2,804"
10:45;"3,032"
11:00;"4,996"
11:15;"1,060"
11:30;"0,176"
11:45;"2,820"
12:00;"4,700"
12:15;"4,328"
12:30;"1,612"
12:45;"4,376"
13:00;"3,704"
13:15;"3,248"
13:30;"3,064"
13:45;"2,280"
14:00;"0,520"
14:15;"2,692"
14:30;"2,936"
14:45;"1,948"
15:00;"2,388"
15:15;"1,724"
15:30;"1,164"
15:45;"1,092"
16:00;"0,888"
16:15;"0,448"
16:30;"0,744"
16:45;"0,708"
17:00;"0,708"
17:15;"0,412"
17:30;"0,392"
17:45;"0,676"
18:00;"1,116"
18:15;"0,744"
18:30;"0,220"
18:45;"0,288"
19:00;"0,344"
19:15;"0,224"
19:30;"0,172"
19:45;"0,128"
20:00;"0,096"
20:15;"0,112"
20:30;"0,124"
20:45;"0,132"
21:00;"0,028"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
