 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,012"
06:45;"0,068"
07:00;"0,168"
07:15;"0,264"
07:30;"0,324"
07:45;"0,360"
08:00;"0,564"
08:15;"0,684"
08:30;"0,552"
08:45;"0,676"
09:00;"0,684"
09:15;"0,864"
09:30;"0,960"
09:45;"0,908"
10:00;"1,048"
10:15;"1,428"
10:30;"1,220"
10:45;"1,404"
11:00;"2,548"
11:15;"2,784"
11:30;"2,260"
11:45;"2,336"
12:00;"2,492"
12:15;"3,620"
12:30;"3,340"
12:45;"3,428"
13:00;"3,916"
13:15;"2,528"
13:30;"2,824"
13:45;"2,988"
14:00;"2,716"
14:15;"2,400"
14:30;"1,692"
14:45;"1,740"
15:00;"2,104"
15:15;"1,464"
15:30;"1,412"
15:45;"1,660"
16:00;"1,472"
16:15;"1,148"
16:30;"1,064"
16:45;"1,064"
17:00;"1,020"
17:15;"0,852"
17:30;"0,972"
17:45;"0,748"
18:00;"0,732"
18:15;"0,496"
18:30;"0,476"
18:45;"0,408"
19:00;"0,364"
19:15;"0,360"
19:30;"0,260"
19:45;"0,224"
20:00;"0,344"
20:15;"0,332"
20:30;"0,228"
20:45;"0,120"
21:00;"0,072"
21:15;"0,044"
21:30;"0,024"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
