 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,040"
07:45;"0,268"
08:00;"1,124"
08:15;"1,684"
08:30;"2,144"
08:45;"2,536"
09:00;"2,912"
09:15;"3,224"
09:30;"3,456"
09:45;"3,664"
10:00;"3,812"
10:15;"3,920"
10:30;"4,000"
10:45;"4,044"
11:00;"4,068"
11:15;"4,064"
11:30;"4,036"
11:45;"3,960"
12:00;"3,876"
12:15;"3,768"
12:30;"3,644"
12:45;"3,504"
13:00;"3,344"
13:15;"3,164"
13:30;"2,976"
13:45;"2,760"
14:00;"2,540"
14:15;"2,296"
14:30;"2,048"
14:45;"1,768"
15:00;"1,448"
15:15;"1,108"
15:30;"0,788"
15:45;"0,520"
16:00;"0,440"
16:15;"0,392"
16:30;"0,356"
16:45;"0,344"
17:00;"0,332"
17:15;"0,316"
17:30;"0,300"
17:45;"0,280"
18:00;"0,256"
18:15;"0,240"
18:30;"0,212"
18:45;"0,184"
19:00;"0,156"
19:15;"0,124"
19:30;"0,080"
19:45;"0,044"
20:00;"0,012"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
