 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,028"
06:00;"0,096"
06:15;"0,248"
06:30;"0,740"
06:45;"1,360"
07:00;"1,860"
07:15;"2,148"
07:30;"1,204"
07:45;"0,716"
08:00;"1,340"
08:15;"2,108"
08:30;"2,980"
08:45;"3,828"
09:00;"3,956"
09:15;"4,076"
09:30;"3,696"
09:45;"3,856"
10:00;"3,708"
10:15;"3,128"
10:30;"4,092"
10:45;"4,416"
11:00;"4,044"
11:15;"4,400"
11:30;"4,580"
11:45;"4,336"
12:00;"3,784"
12:15;"3,776"
12:30;"4,032"
12:45;"3,552"
13:00;"3,376"
13:15;"2,324"
13:30;"2,480"
13:45;"3,516"
14:00;"3,028"
14:15;"1,736"
14:30;"2,268"
14:45;"1,796"
15:00;"1,148"
15:15;"1,748"
15:30;"1,704"
15:45;"1,048"
16:00;"1,088"
16:15;"0,924"
16:30;"0,972"
16:45;"0,728"
17:00;"0,844"
17:15;"0,660"
17:30;"0,848"
17:45;"0,572"
18:00;"0,640"
18:15;"0,664"
18:30;"0,640"
18:45;"0,408"
19:00;"0,396"
19:15;"0,284"
19:30;"0,260"
19:45;"0,268"
20:00;"0,232"
20:15;"0,204"
20:30;"0,172"
20:45;"0,136"
21:00;"0,096"
21:15;"0,060"
21:30;"0,036"
21:45;"0,008"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
