 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,004"
06:15;"0,048"
06:30;"0,116"
06:45;"0,324"
07:00;"1,672"
07:15;"2,360"
07:30;"2,752"
07:45;"3,096"
08:00;"3,376"
08:15;"3,628"
08:30;"3,836"
08:45;"4,012"
09:00;"4,188"
09:15;"4,328"
09:30;"4,460"
09:45;"4,584"
10:00;"4,648"
10:15;"4,716"
10:30;"4,748"
10:45;"4,764"
11:00;"4,760"
11:15;"4,748"
11:30;"4,700"
11:45;"4,636"
12:00;"4,240"
12:15;"4,412"
12:30;"4,272"
12:45;"4,140"
13:00;"3,976"
13:15;"3,820"
13:30;"3,620"
13:45;"3,396"
14:00;"3,168"
14:15;"2,940"
14:30;"2,692"
14:45;"2,432"
15:00;"2,136"
15:15;"1,788"
15:30;"1,464"
15:45;"1,136"
16:00;"0,832"
16:15;"0,584"
16:30;"0,468"
16:45;"0,376"
17:00;"0,324"
17:15;"0,316"
17:30;"0,312"
17:45;"0,308"
18:00;"0,308"
18:15;"0,312"
18:30;"0,296"
18:45;"0,272"
19:00;"0,248"
19:15;"0,228"
19:30;"0,204"
19:45;"0,180"
20:00;"0,152"
20:15;"0,100"
20:30;"0,064"
20:45;"0,044"
21:00;"0,024"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
