 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,000"
07:15;"0,000"
07:30;"0,000"
07:45;"0,000"
08:00;"0,000"
08:15;"0,032"
08:30;"0,232"
08:45;"0,848"
09:00;"1,476"
09:15;"1,940"
09:30;"2,272"
09:45;"2,520"
10:00;"2,712"
10:15;"2,884"
10:30;"2,992"
10:45;"3,056"
11:00;"3,076"
11:15;"3,060"
11:30;"3,024"
11:45;"2,968"
12:00;"2,852"
12:15;"2,732"
12:30;"2,596"
12:45;"2,460"
13:00;"2,308"
13:15;"2,120"
13:30;"1,916"
13:45;"1,696"
14:00;"1,476"
14:15;"1,228"
14:30;"0,940"
14:45;"0,628"
15:00;"0,388"
15:15;"0,292"
15:30;"0,252"
15:45;"0,228"
16:00;"0,224"
16:15;"0,212"
16:30;"0,208"
16:45;"0,200"
17:00;"0,184"
17:15;"0,168"
17:30;"0,148"
17:45;"0,124"
18:00;"0,096"
18:15;"0,072"
18:30;"0,040"
18:45;"0,016"
19:00;"0,000"
19:15;"0,000"
19:30;"0,000"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
