 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,028"
06:15;"0,056"
06:30;"0,124"
06:45;"0,128"
07:00;"0,300"
07:15;"0,648"
07:30;"1,172"
07:45;"1,196"
08:00;"2,044"
08:15;"1,392"
08:30;"2,188"
08:45;"2,476"
09:00;"2,784"
09:15;"3,224"
09:30;"4,200"
09:45;"2,688"
10:00;"4,452"
10:15;"3,724"
10:30;"3,620"
10:45;"3,096"
11:00;"3,828"
11:15;"3,360"
11:30;"2,236"
11:45;"1,388"
12:00;"1,444"
12:15;"2,576"
12:30;"2,008"
12:45;"1,468"
13:00;"2,324"
13:15;"2,012"
13:30;"1,924"
13:45;"2,196"
14:00;"2,032"
14:15;"1,284"
14:30;"1,536"
14:45;"1,632"
15:00;"1,604"
15:15;"1,452"
15:30;"1,248"
15:45;"1,628"
16:00;"1,520"
16:15;"1,364"
16:30;"1,448"
16:45;"1,236"
17:00;"1,004"
17:15;"0,916"
17:30;"0,992"
17:45;"0,980"
18:00;"0,936"
18:15;"0,764"
18:30;"0,728"
18:45;"0,552"
19:00;"0,460"
19:15;"0,416"
19:30;"0,396"
19:45;"0,272"
20:00;"0,196"
20:15;"0,164"
20:30;"0,112"
20:45;"0,096"
21:00;"0,084"
21:15;"0,032"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
