 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,020"
06:30;"0,060"
06:45;"0,156"
07:00;"0,276"
07:15;"1,468"
07:30;"1,996"
07:45;"2,100"
08:00;"3,064"
08:15;"2,952"
08:30;"3,448"
08:45;"3,124"
09:00;"2,824"
09:15;"1,748"
09:30;"1,448"
09:45;"2,504"
10:00;"2,808"
10:15;"2,476"
10:30;"2,372"
10:45;"2,924"
11:00;"3,652"
11:15;"3,524"
11:30;"4,140"
11:45;"3,724"
12:00;"3,820"
12:15;"2,812"
12:30;"3,336"
12:45;"2,948"
13:00;"3,212"
13:15;"2,612"
13:30;"2,024"
13:45;"1,628"
14:00;"2,028"
14:15;"1,608"
14:30;"1,976"
14:45;"2,024"
15:00;"1,660"
15:15;"2,088"
15:30;"1,604"
15:45;"1,920"
16:00;"1,636"
16:15;"1,320"
16:30;"1,340"
16:45;"1,008"
17:00;"0,964"
17:15;"0,912"
17:30;"0,748"
17:45;"0,884"
18:00;"0,884"
18:15;"0,660"
18:30;"0,548"
18:45;"0,684"
19:00;"0,652"
19:15;"0,508"
19:30;"0,492"
19:45;"0,388"
20:00;"0,240"
20:15;"0,232"
20:30;"0,192"
20:45;"0,120"
21:00;"0,076"
21:15;"0,032"
21:30;"0,008"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
