 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,008"
07:15;"0,024"
07:30;"0,048"
07:45;"0,096"
08:00;"0,140"
08:15;"0,152"
08:30;"0,204"
08:45;"0,276"
09:00;"0,308"
09:15;"0,608"
09:30;"0,948"
09:45;"0,980"
10:00;"1,112"
10:15;"1,476"
10:30;"1,600"
10:45;"1,304"
11:00;"1,212"
11:15;"1,260"
11:30;"1,324"
11:45;"2,336"
12:00;"2,580"
12:15;"0,976"
12:30;"0,552"
12:45;"0,556"
13:00;"0,664"
13:15;"0,724"
13:30;"0,764"
13:45;"0,672"
14:00;"0,688"
14:15;"0,800"
14:30;"1,012"
14:45;"1,276"
15:00;"1,188"
15:15;"1,008"
15:30;"0,864"
15:45;"0,852"
16:00;"0,816"
16:15;"0,604"
16:30;"0,632"
16:45;"0,596"
17:00;"0,456"
17:15;"0,300"
17:30;"0,204"
17:45;"0,156"
18:00;"0,136"
18:15;"0,096"
18:30;"0,068"
18:45;"0,036"
19:00;"0,000"
19:15;"0,000"
19:30;"0,000"
19:45;"0,000"
20:00;"0,000"
20:15;"0,000"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
