 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,008"
06:15;"0,040"
06:30;"0,128"
06:45;"0,184"
07:00;"0,264"
07:15;"0,384"
07:30;"0,620"
07:45;"1,140"
08:00;"2,104"
08:15;"1,164"
08:30;"1,680"
08:45;"3,136"
09:00;"3,760"
09:15;"4,000"
09:30;"4,396"
09:45;"4,520"
10:00;"4,552"
10:15;"4,592"
10:30;"4,600"
10:45;"4,644"
11:00;"4,616"
11:15;"4,600"
11:30;"4,548"
11:45;"4,504"
12:00;"4,432"
12:15;"4,320"
12:30;"4,216"
12:45;"4,084"
13:00;"3,940"
13:15;"3,808"
13:30;"3,620"
13:45;"3,436"
14:00;"3,236"
14:15;"3,036"
14:30;"2,820"
14:45;"2,588"
15:00;"2,340"
15:15;"2,060"
15:30;"1,728"
15:45;"1,412"
16:00;"1,100"
16:15;"0,812"
16:30;"0,600"
16:45;"0,484"
17:00;"0,392"
17:15;"0,320"
17:30;"0,288"
17:45;"0,284"
18:00;"0,276"
18:15;"0,276"
18:30;"0,268"
18:45;"0,264"
19:00;"0,252"
19:15;"0,240"
19:30;"0,220"
19:45;"0,204"
20:00;"0,188"
20:15;"0,160"
20:30;"0,140"
20:45;"0,108"
21:00;"0,084"
21:15;"0,056"
21:30;"0,032"
21:45;"0,012"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
