 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,008"
06:30;"0,048"
06:45;"0,068"
07:00;"0,148"
07:15;"0,216"
07:30;"0,264"
07:45;"0,388"
08:00;"0,584"
08:15;"0,852"
08:30;"0,684"
08:45;"0,852"
09:00;"1,260"
09:15;"1,732"
09:30;"1,184"
09:45;"1,228"
10:00;"1,564"
10:15;"1,600"
10:30;"1,488"
10:45;"2,980"
11:00;"4,052"
11:15;"4,216"
11:30;"3,556"
11:45;"2,904"
12:00;"3,128"
12:15;"2,568"
12:30;"1,908"
12:45;"1,616"
13:00;"1,616"
13:15;"2,008"
13:30;"2,592"
13:45;"2,512"
14:00;"2,852"
14:15;"2,784"
14:30;"0,740"
14:45;"0,704"
15:00;"0,944"
15:15;"1,252"
15:30;"0,748"
15:45;"0,716"
16:00;"0,988"
16:15;"1,212"
16:30;"0,816"
16:45;"0,472"
17:00;"0,176"
17:15;"0,252"
17:30;"0,124"
17:45;"0,112"
18:00;"0,044"
18:15;"0,012"
18:30;"0,004"
18:45;"0,036"
19:00;"0,080"
19:15;"0,088"
19:30;"0,044"
19:45;"0,080"
20:00;"0,068"
20:15;"0,076"
20:30;"0,008"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
