 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,004"
06:30;"0,008"
06:45;"0,048"
07:00;"0,080"
07:15;"0,116"
07:30;"0,184"
07:45;"0,408"
08:00;"0,576"
08:15;"0,964"
08:30;"0,608"
08:45;"0,608"
09:00;"0,872"
09:15;"1,332"
09:30;"1,284"
09:45;"1,260"
10:00;"0,980"
10:15;"1,464"
10:30;"1,124"
10:45;"1,152"
11:00;"1,140"
11:15;"0,652"
11:30;"0,404"
11:45;"1,060"
12:00;"1,952"
12:15;"2,344"
12:30;"2,336"
12:45;"3,388"
13:00;"2,112"
13:15;"1,308"
13:30;"1,812"
13:45;"1,664"
14:00;"1,312"
14:15;"1,832"
14:30;"1,216"
14:45;"1,436"
15:00;"2,036"
15:15;"1,540"
15:30;"1,532"
15:45;"1,504"
16:00;"1,136"
16:15;"1,492"
16:30;"0,424"
16:45;"0,172"
17:00;"0,172"
17:15;"0,200"
17:30;"0,148"
17:45;"0,188"
18:00;"0,236"
18:15;"0,396"
18:30;"0,728"
18:45;"0,540"
19:00;"0,424"
19:15;"0,484"
19:30;"0,540"
19:45;"0,444"
20:00;"0,284"
20:15;"0,256"
20:30;"0,140"
20:45;"0,112"
21:00;"0,092"
21:15;"0,032"
21:30;"0,020"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
