 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,016"
07:15;"0,108"
07:30;"0,336"
07:45;"1,284"
08:00;"1,788"
08:15;"2,272"
08:30;"2,660"
08:45;"2,988"
09:00;"3,236"
09:15;"2,904"
09:30;"1,920"
09:45;"2,004"
10:00;"3,756"
10:15;"3,592"
10:30;"3,364"
10:45;"2,488"
11:00;"3,212"
11:15;"4,184"
11:30;"4,212"
11:45;"4,076"
12:00;"3,892"
12:15;"3,844"
12:30;"3,812"
12:45;"3,576"
13:00;"3,484"
13:15;"3,296"
13:30;"3,128"
13:45;"2,952"
14:00;"2,736"
14:15;"2,100"
14:30;"2,272"
14:45;"2,004"
15:00;"1,720"
15:15;"1,424"
15:30;"1,164"
15:45;"0,740"
16:00;"0,608"
16:15;"0,576"
16:30;"0,508"
16:45;"0,488"
17:00;"0,444"
17:15;"0,436"
17:30;"0,440"
17:45;"0,432"
18:00;"0,364"
18:15;"0,336"
18:30;"0,288"
18:45;"0,252"
19:00;"0,212"
19:15;"0,176"
19:30;"0,140"
19:45;"0,096"
20:00;"0,056"
20:15;"0,024"
20:30;"0,000"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
