 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,004"
06:30;"0,068"
06:45;"0,160"
07:00;"0,368"
07:15;"0,884"
07:30;"1,588"
07:45;"2,064"
08:00;"2,576"
08:15;"3,140"
08:30;"3,460"
08:45;"2,648"
09:00;"1,348"
09:15;"1,100"
09:30;"1,372"
09:45;"1,544"
10:00;"1,632"
10:15;"1,744"
10:30;"3,096"
10:45;"3,468"
11:00;"4,068"
11:15;"4,316"
11:30;"4,356"
11:45;"3,856"
12:00;"3,972"
12:15;"4,092"
12:30;"3,984"
12:45;"3,820"
13:00;"3,716"
13:15;"3,508"
13:30;"3,160"
13:45;"2,756"
14:00;"2,852"
14:15;"2,724"
14:30;"2,556"
14:45;"2,360"
15:00;"2,052"
15:15;"1,768"
15:30;"1,468"
15:45;"1,188"
16:00;"0,824"
16:15;"0,812"
16:30;"0,812"
16:45;"0,796"
17:00;"0,816"
17:15;"0,940"
17:30;"1,012"
17:45;"0,756"
18:00;"0,716"
18:15;"0,820"
18:30;"0,868"
18:45;"0,612"
19:00;"0,440"
19:15;"0,324"
19:30;"0,344"
19:45;"0,284"
20:00;"0,160"
20:15;"0,104"
20:30;"0,088"
20:45;"0,040"
21:00;"0,016"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
