 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,004"
06:45;"0,024"
07:00;"0,028"
07:15;"0,144"
07:30;"0,152"
07:45;"0,076"
08:00;"0,188"
08:15;"0,228"
08:30;"0,456"
08:45;"0,332"
09:00;"0,116"
09:15;"0,308"
09:30;"1,016"
09:45;"1,592"
10:00;"2,648"
10:15;"3,128"
10:30;"4,144"
10:45;"4,264"
11:00;"3,648"
11:15;"3,036"
11:30;"2,256"
11:45;"3,288"
12:00;"4,356"
12:15;"4,444"
12:30;"4,212"
12:45;"3,152"
13:00;"2,416"
13:15;"1,260"
13:30;"0,520"
13:45;"1,204"
14:00;"1,672"
14:15;"1,048"
14:30;"1,112"
14:45;"0,904"
15:00;"1,960"
15:15;"2,436"
15:30;"1,856"
15:45;"1,564"
16:00;"1,264"
16:15;"1,072"
16:30;"0,764"
16:45;"0,628"
17:00;"0,468"
17:15;"0,412"
17:30;"0,380"
17:45;"0,380"
18:00;"0,412"
18:15;"0,528"
18:30;"0,492"
18:45;"0,372"
19:00;"0,716"
19:15;"0,416"
19:30;"0,288"
19:45;"0,216"
20:00;"0,172"
20:15;"0,176"
20:30;"0,268"
20:45;"0,268"
21:00;"0,248"
21:15;"0,180"
21:30;"0,112"
21:45;"0,036"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
