 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,016"
06:00;"0,048"
06:15;"0,080"
06:30;"0,224"
06:45;"0,356"
07:00;"0,532"
07:15;"0,508"
07:30;"0,584"
07:45;"1,256"
08:00;"1,804"
08:15;"1,020"
08:30;"1,240"
08:45;"1,344"
09:00;"0,600"
09:15;"1,576"
09:30;"1,072"
09:45;"1,364"
10:00;"1,224"
10:15;"1,072"
10:30;"0,592"
10:45;"0,636"
11:00;"0,940"
11:15;"2,452"
11:30;"1,848"
11:45;"2,572"
12:00;"3,668"
12:15;"2,468"
12:30;"1,468"
12:45;"1,696"
13:00;"1,700"
13:15;"2,024"
13:30;"2,512"
13:45;"3,196"
14:00;"2,224"
14:15;"2,464"
14:30;"2,856"
14:45;"2,548"
15:00;"2,304"
15:15;"2,052"
15:30;"1,720"
15:45;"1,468"
16:00;"1,144"
16:15;"0,836"
16:30;"0,636"
16:45;"0,548"
17:00;"0,512"
17:15;"0,476"
17:30;"0,432"
17:45;"0,460"
18:00;"0,460"
18:15;"0,468"
18:30;"0,624"
18:45;"0,752"
19:00;"0,672"
19:15;"0,532"
19:30;"0,316"
19:45;"0,384"
20:00;"0,400"
20:15;"0,352"
20:30;"0,232"
20:45;"0,176"
21:00;"0,164"
21:15;"0,096"
21:30;"0,044"
21:45;"0,008"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
