 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,016"
07:00;"0,108"
07:15;"0,236"
07:30;"0,524"
07:45;"1,568"
08:00;"2,004"
08:15;"2,424"
08:30;"2,784"
08:45;"3,056"
09:00;"3,296"
09:15;"3,496"
09:30;"3,684"
09:45;"3,828"
10:00;"3,948"
10:15;"4,000"
10:30;"4,064"
10:45;"4,112"
11:00;"4,136"
11:15;"4,152"
11:30;"4,088"
11:45;"4,072"
12:00;"4,020"
12:15;"3,676"
12:30;"3,916"
12:45;"3,768"
13:00;"3,576"
13:15;"3,372"
13:30;"3,152"
13:45;"2,900"
14:00;"2,724"
14:15;"2,036"
14:30;"1,984"
14:45;"2,244"
15:00;"1,916"
15:15;"1,732"
15:30;"1,372"
15:45;"1,024"
16:00;"0,728"
16:15;"0,644"
16:30;"0,624"
16:45;"0,644"
17:00;"0,660"
17:15;"0,652"
17:30;"0,636"
17:45;"0,608"
18:00;"0,536"
18:15;"0,472"
18:30;"0,420"
18:45;"0,348"
19:00;"0,312"
19:15;"0,268"
19:30;"0,200"
19:45;"0,140"
20:00;"0,100"
20:15;"0,056"
20:30;"0,024"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
