 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,012"
06:45;"0,100"
07:00;"0,272"
07:15;"0,456"
07:30;"1,196"
07:45;"1,156"
08:00;"0,940"
08:15;"0,888"
08:30;"0,972"
08:45;"1,568"
09:00;"1,576"
09:15;"1,416"
09:30;"1,668"
09:45;"1,592"
10:00;"1,712"
10:15;"2,044"
10:30;"2,256"
10:45;"2,528"
11:00;"3,036"
11:15;"3,284"
11:30;"2,968"
11:45;"2,976"
12:00;"2,344"
12:15;"2,388"
12:30;"2,444"
12:45;"2,428"
13:00;"2,608"
13:15;"3,112"
13:30;"2,808"
13:45;"2,992"
14:00;"2,892"
14:15;"2,828"
14:30;"2,696"
14:45;"2,112"
15:00;"1,580"
15:15;"1,084"
15:30;"0,900"
15:45;"0,844"
16:00;"0,776"
16:15;"0,744"
16:30;"0,772"
16:45;"0,828"
17:00;"0,856"
17:15;"0,884"
17:30;"0,840"
17:45;"0,792"
18:00;"0,728"
18:15;"0,652"
18:30;"0,572"
18:45;"0,492"
19:00;"0,416"
19:15;"0,352"
19:30;"0,300"
19:45;"0,224"
20:00;"0,152"
20:15;"0,072"
20:30;"0,020"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
