 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,012"
06:30;"0,076"
06:45;"0,168"
07:00;"0,348"
07:15;"1,168"
07:30;"1,956"
07:45;"1,980"
08:00;"0,640"
08:15;"0,728"
08:30;"1,532"
08:45;"3,748"
09:00;"1,172"
09:15;"1,972"
09:30;"2,276"
09:45;"1,304"
10:00;"0,796"
10:15;"1,228"
10:30;"0,740"
10:45;"1,936"
11:00;"1,692"
11:15;"1,692"
11:30;"2,508"
11:45;"2,924"
12:00;"2,676"
12:15;"4,036"
12:30;"3,324"
12:45;"1,068"
13:00;"3,052"
13:15;"1,756"
13:30;"2,288"
13:45;"1,768"
14:00;"1,948"
14:15;"2,304"
14:30;"2,200"
14:45;"2,376"
15:00;"2,616"
15:15;"1,948"
15:30;"1,428"
15:45;"1,332"
16:00;"1,324"
16:15;"1,108"
16:30;"0,924"
16:45;"0,860"
17:00;"0,876"
17:15;"0,604"
17:30;"0,908"
17:45;"0,760"
18:00;"0,656"
18:15;"0,712"
18:30;"0,648"
18:45;"0,476"
19:00;"0,476"
19:15;"0,436"
19:30;"0,408"
19:45;"0,380"
20:00;"0,216"
20:15;"0,128"
20:30;"0,096"
20:45;"0,068"
21:00;"0,032"
21:15;"0,004"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
