 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,004"
06:30;"0,048"
06:45;"0,092"
07:00;"0,192"
07:15;"0,208"
07:30;"0,336"
07:45;"0,840"
08:00;"0,612"
08:15;"0,452"
08:30;"0,776"
08:45;"1,020"
09:00;"0,876"
09:15;"2,384"
09:30;"4,372"
09:45;"2,544"
10:00;"3,012"
10:15;"4,488"
10:30;"3,168"
10:45;"4,056"
11:00;"4,180"
11:15;"4,680"
11:30;"4,808"
11:45;"4,096"
12:00;"3,752"
12:15;"3,616"
12:30;"3,824"
12:45;"3,700"
13:00;"2,940"
13:15;"3,772"
13:30;"4,096"
13:45;"3,072"
14:00;"3,508"
14:15;"3,088"
14:30;"2,664"
14:45;"1,364"
15:00;"2,636"
15:15;"2,504"
15:30;"2,044"
15:45;"1,644"
16:00;"1,552"
16:15;"1,468"
16:30;"1,444"
16:45;"0,904"
17:00;"0,672"
17:15;"0,560"
17:30;"0,444"
17:45;"0,432"
18:00;"0,440"
18:15;"0,400"
18:30;"0,364"
18:45;"0,360"
19:00;"0,332"
19:15;"0,292"
19:30;"0,260"
19:45;"0,216"
20:00;"0,192"
20:15;"0,140"
20:30;"0,124"
20:45;"0,108"
21:00;"0,052"
21:15;"0,032"
21:30;"0,012"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
