 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,016"
06:00;"0,080"
06:15;"0,256"
06:30;"0,756"
06:45;"1,476"
07:00;"1,996"
07:15;"2,420"
07:30;"2,752"
07:45;"3,052"
08:00;"3,336"
08:15;"3,628"
08:30;"3,860"
08:45;"3,620"
09:00;"3,880"
09:15;"4,220"
09:30;"4,428"
09:45;"4,544"
10:00;"4,592"
10:15;"4,668"
10:30;"4,664"
10:45;"4,648"
11:00;"4,624"
11:15;"4,592"
11:30;"4,544"
11:45;"4,476"
12:00;"4,408"
12:15;"4,316"
12:30;"4,188"
12:45;"4,048"
13:00;"3,920"
13:15;"3,772"
13:30;"3,588"
13:45;"3,420"
14:00;"3,224"
14:15;"3,008"
14:30;"2,792"
14:45;"2,560"
15:00;"2,332"
15:15;"2,048"
15:30;"1,724"
15:45;"1,404"
16:00;"1,104"
16:15;"0,816"
16:30;"0,596"
16:45;"0,488"
17:00;"0,388"
17:15;"0,320"
17:30;"0,280"
17:45;"0,272"
18:00;"0,272"
18:15;"0,264"
18:30;"0,252"
18:45;"0,248"
19:00;"0,240"
19:15;"0,228"
19:30;"0,212"
19:45;"0,200"
20:00;"0,180"
20:15;"0,160"
20:30;"0,132"
20:45;"0,108"
21:00;"0,080"
21:15;"0,052"
21:30;"0,036"
21:45;"0,016"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
