 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,000"
06:30;"0,000"
06:45;"0,000"
07:00;"0,052"
07:15;"0,144"
07:30;"0,188"
07:45;"0,388"
08:00;"0,428"
08:15;"0,908"
08:30;"1,260"
08:45;"0,652"
09:00;"0,608"
09:15;"0,712"
09:30;"0,652"
09:45;"0,592"
10:00;"0,420"
10:15;"0,276"
10:30;"0,356"
10:45;"0,432"
11:00;"0,580"
11:15;"0,960"
11:30;"0,620"
11:45;"0,368"
12:00;"0,716"
12:15;"0,552"
12:30;"0,272"
12:45;"0,384"
13:00;"1,036"
13:15;"2,176"
13:30;"1,424"
13:45;"0,824"
14:00;"0,592"
14:15;"0,456"
14:30;"0,700"
14:45;"0,776"
15:00;"1,484"
15:15;"1,532"
15:30;"0,708"
15:45;"0,792"
16:00;"0,640"
16:15;"0,392"
16:30;"0,368"
16:45;"0,568"
17:00;"1,220"
17:15;"1,244"
17:30;"0,460"
17:45;"0,240"
18:00;"0,088"
18:15;"0,008"
18:30;"0,008"
18:45;"0,184"
19:00;"0,160"
19:15;"0,048"
19:30;"0,116"
19:45;"0,116"
20:00;"0,152"
20:15;"0,132"
20:30;"0,036"
20:45;"0,028"
21:00;"0,008"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
