 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,024"
06:00;"0,088"
06:15;"0,244"
06:30;"0,592"
06:45;"1,188"
07:00;"1,624"
07:15;"2,012"
07:30;"2,380"
07:45;"2,560"
08:00;"2,728"
08:15;"2,944"
08:30;"3,168"
08:45;"3,392"
09:00;"3,544"
09:15;"3,720"
09:30;"3,780"
09:45;"3,864"
10:00;"3,948"
10:15;"4,004"
10:30;"4,040"
10:45;"4,084"
11:00;"4,096"
11:15;"3,752"
11:30;"2,756"
11:45;"3,544"
12:00;"2,692"
12:15;"2,128"
12:30;"1,308"
12:45;"1,528"
13:00;"1,716"
13:15;"2,312"
13:30;"3,408"
13:45;"3,104"
14:00;"3,124"
14:15;"2,940"
14:30;"2,728"
14:45;"2,428"
15:00;"1,948"
15:15;"2,124"
15:30;"1,724"
15:45;"1,268"
16:00;"1,200"
16:15;"1,460"
16:30;"1,200"
16:45;"1,284"
17:00;"0,856"
17:15;"0,544"
17:30;"0,468"
17:45;"0,576"
18:00;"0,500"
18:15;"0,388"
18:30;"0,440"
18:45;"0,552"
19:00;"0,508"
19:15;"0,412"
19:30;"0,484"
19:45;"0,532"
20:00;"0,516"
20:15;"0,284"
20:30;"0,200"
20:45;"0,180"
21:00;"0,120"
21:15;"0,072"
21:30;"0,036"
21:45;"0,008"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
