 ;"Smith, Heeze / Vermogen / Gemiddelde waarden  [kW]0"
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,044"
06:30;"0,092"
06:45;"0,188"
07:00;"0,760"
07:15;"0,968"
07:30;"1,772"
07:45;"2,496"
08:00;"2,824"
08:15;"3,060"
08:30;"3,256"
08:45;"3,460"
09:00;"3,572"
09:15;"3,684"
09:30;"3,824"
09:45;"3,900"
10:00;"3,912"
10:15;"3,992"
10:30;"4,036"
10:45;"4,068"
11:00;"4,068"
11:15;"4,076"
11:30;"4,072"
11:45;"4,028"
12:00;"3,956"
12:15;"3,908"
12:30;"3,804"
12:45;"3,664"
13:00;"3,540"
13:15;"3,372"
13:30;"3,220"
13:45;"3,076"
14:00;"2,860"
14:15;"2,688"
14:30;"2,496"
14:45;"2,280"
15:00;"2,064"
15:15;"1,816"
15:30;"1,528"
15:45;"1,284"
16:00;"1,020"
16:15;"0,816"
16:30;"0,704"
16:45;"0,608"
17:00;"0,532"
17:15;"0,480"
17:30;"0,460"
17:45;"0,444"
18:00;"0,428"
18:15;"0,404"
18:30;"0,388"
18:45;"0,372"
19:00;"0,352"
19:15;"0,364"
19:30;"0,340"
19:45;"0,276"
20:00;"0,220"
20:15;"0,176"
20:30;"0,132"
20:45;"0,096"
21:00;"0,060"
21:15;"0,020"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
